index,amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
3204,"$4,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",Children and youth; Adults,Not Specified,Cash grants,Firerose Foundation Inc C/o John F Suby,"Madison, WI United States","The Progressive, Inc.","Madison, WI United States",News,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3205,"$4,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Academics,Program support,Cash grants,Foundation for a Healthy Kentucky Inc,"Louisville, KY United States",University of Louisville,"Louisville, KY United States",KENTUCKY STATE DATA CENTER,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3206,"$4,000",2019,International Relations,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Greater Washington Community Foundation,"Washington, DC United States","Committee to Protect Journalists, Inc.","New York City, NY United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3207,"$4,000",2019,,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",Adults,Not Specified,Cash grants,Holtz Charitable Foundation Inc,"Orlando, FL United States",International Documentary Association,"Los Angeles, CA United States",Charitable support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3208,"$4,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,James G Hart Foundation,"WADSWORTH, IL United States",Center for Public Integrity,"Washington, DC United States",General fund,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3209,"$4,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Fellowships; Leadership and professional development,Cash grants,Marguerite Casey Foundation,"Seattle, WA United States",Timothy Pratt,"LAWRENCEVILLE, GA United States",2019 Equal voice journalism fellowship.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3210,"$4,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Fellowships; Leadership and professional development,Cash grants,Marguerite Casey Foundation,"Seattle, WA United States",Anonymous Individual(s),"Silver Spring, MD United States",2019 Equal voice journalism fellowship.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3211,"$4,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Fellowships; Leadership and professional development,Cash grants,Marguerite Casey Foundation,"Seattle, WA United States",Katti Gray,"MONITCELLO, NY United States",2019 Equal voice journalism fellowship.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3212,"$4,000",2019,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Resource Trust Inc,"Bellevue, ID United States",Reporters Without Borders Inc,"Washington, DC United States",GENERAL OPERATIONS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3213,"$4,000",2019,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Saint Paul & Minnesota Foundation,"St Paul, MN United States","Committee to Protect Journalists, Inc.","New York City, NY United States",For general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3214,"$4,000",2019,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Seattle Foundation,"Seattle, WA United States",Crosscut Public Media,"Seattle, WA United States",Crosscut,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3215,"$4,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,Smith Family Foundation,"Estero, FL United States",Investigative Reporters and Editors Inc,"Columbia, MO United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3216,"$4,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,The Woods and Gil Family Foundation,"Chicago, IL United States","PRO Publica, Inc.","New York City, NY United States",General Operating Support for the Organization,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3217,"$4,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Advocacy; Outreach,Cash grants,Vegfund Inc,"Washington, DC United States",Utah Animal Rights Coalition,"Salt Lake City, UT United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3218,"$4,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Fellowships,Cash grants,Victoria Foundation Inc,"Newark, NJ United States",Civicstory,"Summit, NJ United States",To sponsor a newark-based reporting fellow at wbgo to generate news related to environmental sustainability.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3219,"$3,937",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Advocacy; Outreach,Cash grants,Vegfund Inc,"Washington, DC United States",Skokie Valley Agudath Jacob Synagogue,"Skokie, IL United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3220,"$3,800",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Children and youth,Advocacy; Outreach,Cash grants,Vegfund Inc,"Washington, DC United States",Volunteer in Your Community Inc,"Greensboro, NC United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3221,"$3,750",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Advocacy; Ethics and accountability; Systems reform,Cash grants,Polk Family Charitable Fund,"Palatine, IL United States","PRO Publica, Inc.","New York City, NY United States",GRANT AWARD,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3222,"$3,700",2019,,1 year,,"Journalism, news and information; Advocacy journalism",Not Specified,"Policy, advocacy and systems reform",Cash grants,Eric Javits Family Foundation,"New York City, NY United States",National Review Institute,"New York City, NY United States",Education contribution,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3223,"$3,686",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Jewish people,Advocacy; Outreach,Cash grants,Vegfund Inc,"Washington, DC United States",Ohef Sholom Temple,"Norfolk, VA United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3224,"$3,650",2019,,1 year,,"Media Content and Platforms; Radio; Audio; Journalism, news and information; Journalism, news, and information, general",People with disabilities,Not Specified,Cash grants,Heffernan Foundation,"Walnut Creek, CA United States",MindsEye Radio,"Belleville, IL United States",Donation,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3225,"$3,610",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",People with vision impairments,Recordings and broadcasts; Program support,Cash grants,Sarah Gillett Services for the Elderly Inc,"Westfield, MA United States",Valley Eye Radio Inc,"Springfield, MA United States",Broadcast of newspapers for visually impaired,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3226,"$3,600",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Albert & Melissa Sutton Foundation,"Sayreville, NJ United States",Mesorah Heritage Foundation,"Rahway, NJ United States",Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3227,"$3,600",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Public engagement and education,Cash grants,Hochberg Family Foundation,"Skokie, IL United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3228,"$3,600",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Meltzer Lippe Foundation,"Mineola, NY United States",Mesorah Heritage Foundation,"Rahway, NJ United States",Jewish Studies,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3229,"$3,600",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",Jewish people,Financial sustainability; Outreach; Program support,Cash grants,Seattle Foundation,"Seattle, WA United States",AMERICAN JEWISH COMMITTEE,"New York City, NY United States",Communications/media campaign,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3230,"$3,600",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,The Jack and Sarita Gantz Foundation Inc,"WHITE PLAINS, NY United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3231,"$3,500",2019,,1 year,,"Journalism, news and information; Journalism education",Academics,Convening; Program support,Cash grants,Albert Payson Terhune Foundation,"Verona, NJ United States",Montclair State University,"Montclair, NJ United States",Funding for the A.P. Terhune journalism lecture program-open to the public and for the A.P. Terhune journalist-in-residence program,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3232,"$3,500",2019,,1 year,,"Journalism, news and information; Advocacy journalism",Not Specified,"Policy, advocacy and systems reform",Cash grants,Doug and Jayne Orr Family Foundation,"Wilmington, DE United States",National Review Institute,"New York City, NY United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3233,"$3,500",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Academics,Conferences and exhibitions,Cash grants,Dow Jones News Fund Inc,"Princeton, NJ United States",University of St Thomas,"St Paul, MN United States",To fund journalism workshop,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3234,"$3,500",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Constituency journalism",Economically disadvantaged people,Recordings and broadcasts; Program support; Public engagement and education; Online media,Cash grants,Karen Stirling Family Foundation,"Wilmington, DE United States",Community Partners,"Los Angeles, CA United States",Open News Project,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3235,"$3,500",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Academics,Not Specified,Cash grants,Nestle USA Foundation,"Arlington, VA United States","National Press Foundation, Inc.","Washington, DC United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3236,"$3,500",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,Phoebe R & John D Lewis Foundation,"Glendale, WI United States",Global Voices Initiative,"Chicago, IL United States",Program support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3237,"$3,500",2019,,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Journalism, news, and information, general",Adolescents; Young adults; Artists and performers,Program support,Cash grants,Sam K Hindy Foundation Inc,"BROOKLIN, ME United States",The Bronx Documentary Center,"Bronx, NY United States",Support of organization's program,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3238,"$3,500",2019,Film and Video,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",Adults,Not Specified,Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",International Documentary Association,"Los Angeles, CA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3239,"$3,500",2019,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Constituency journalism",Adolescents; Young adults,General support,Cash grants,The Edouard Foundation Inc C/o Tpw,"New York City, NY United States",Student Press Law Center,"Washington, DC United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3240,"$3,500",2019,,1 year,,"Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth; Families,Not Specified,Cash grants,The Paulos Foundation,"Fort Worth, TX United States",NORTH TEXAS PUBLIC BROADCASTING INC,"Dallas, TX United States",Policy; arts,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3241,"$3,500",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support; Public engagement and education,Cash grants,The Samuel Rubin Foundation Inc C/o Loring Wolcott & Coolidge,"Boston, MA United States",Maysles Institute Inc,"New York City, NY United States",Media for social justice,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3242,"$3,500",2019,,6 months,,"Journalism, news and information; Advocacy journalism",Activists; Ethnic and racial groups; Women; People of African descent; Victims of conflict and war; Victims of crime and abuse,Program support; Public engagement and education; Systems reform,Cash grants,Urgent Action Fund for Feminist Activism,"Alameda, CA United States",Emergency Committee for Rojava,"Brooklyn, NY United States","This proposal requests $3,500 to support a nationwide awareness-raising tour about the current events unfolding in Turkey, Syria and Kurdish geopolitical conflict, and to spread word about the Kurdish women's liberation movement. One of the founders of the organization visited Rojava, a autonomous administration of North and East Syria, and used the current political environment to raise awareness around women's organizations and advocate for the defense of Rojava against US complicity with Turkey's war on the Kurds. The funds will cover tour expenses and a consultant to coordinate activities. The outcomes are to build more US-based support and national movements as well as collaboration with activists from Black Lives Matter.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3243,"$3,443",2019,,1 year,,"Media access and policy; Media justice; Journalism, news and information; Advocacy journalism",Homeless people,Not Specified,Cash grants,Community Foundation of Middle Tennessee,"Nashville, TN United States",The Contributor Inc,"Nashville, TN United States",Employ/training,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3244,"$3,416",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Advocacy; Outreach,Cash grants,Vegfund Inc,"Washington, DC United States",Aplantbaseddiet Org Inc,"Silver Springs, FL United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3245,"$3,267",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,Not Specified,Cash grants,Abbvie Foundation,"North Chicago, IL United States","National Public Radio, Inc.","Washington, DC United States",Matching grants,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3246,"$3,200",2019,Arts and Culture,1 year,,"Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",Institute for Public Accuracy,"Oakland, CA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3247,"$3,200",2019,Arts and Culture,1 year,,"Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",Institute for Public Accuracy,"Oakland, CA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3248,"$3,125",2019,Media and Communications,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Presentations and productions,Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",Mother Jones,"San Francisco, CA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3249,"$3,125",2019,Educational Services,1 year,,"Journalism, news and information; Journalism, news, and information, general",Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",Civic News Company,"New York City, NY United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3250,"$3,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Ex-offenders; Offenders,General support,Cash grants,Angelo and Mary Cali Family Foundation,"CRANFORD, NJ United States",MARSHALL PROJECT INC,"New York City, NY United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3251,"$3,000",2019,,1 year,,"Media Content and Platforms; Radio; Web-based media; Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,General support,Cash grants,Arch & Stella Rowan Foundation Inc C/o Abip PC,"San Antonio, TX United States",Texas Public Radio,"San Antonio, TX United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3252,"$3,000",2019,,1 year,,"Journalism, news and information; Citizen journalism",Not Specified,Program support; Public engagement and education,Cash grants,Blue Mountain Foundation,"Lyons, CO United States",The Center for Medical Progress,"Irvine, CA United States",TO SUPPORT CITIZEN JOURNALISTS WHO ARE DEDICATED TO MONITORING AND REPORTING ON MEDICAL ETHICS AND ADVANCES.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3253,"$3,000",2019,,1 year,,"Journalism, news and information; Advocacy journalism",Not Specified,General support,Cash grants,Charlotte and Joseph Gardner Foundation C/o Adelman Katz & Mond LLP,"New York City, NY United States",Teachers College Columbia University - Hechinger Institute on Education and the Media,"New York City, NY United States",General purpose,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3254,"$3,000",2019,Arts & Culture,1 year,,"Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,COMMUNITY FOUNDATION OF WESTERN MASSACHUSETTS,"Springfield, MA United States","NEW ENGLAND PUBLIC MEDIA, INC.","Springfield, MA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3255,"$3,000",2019,,1 year,,"Journalism, news and information; Journalism education",Not Specified,General support,Cash grants,Cordingley Foundation,"Helena, MT United States",University of Montana School of Journalism,"MISSOULA, MT United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3256,"$3,000",2019,,1 year,,"Media Content and Platforms; Television; Radio; Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Defense Against Thought Control Foundation Inc C/o Lee Goldstein,"Cambridge, MA United States",Democracy Now Productions Inc,"New York City, NY United States",Education on democracy,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3257,"$3,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Academics,Conferences and exhibitions,Cash grants,Dow Jones News Fund Inc,"Princeton, NJ United States",University of Oklahoma,"Norman, OK United States",To fund journalism workshop,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3258,"$3,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Ernst and Wilma Martens Foundation C/o Michael Mcvoy,"Basalt, CO United States",Aspen Journalism,"Aspen, CO United States",Donation.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3259,"$3,000",2019,,1 year,,"Journalism, news and information; Advocacy journalism",Not Specified,General support,Cash grants,Four J Foundation,"Boise, ID United States",Wassmuth Center for Human Rights Home of the Anne Frank Memorial,"Boise, ID United States",Unrestricted for charitable uses,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3260,"$3,000",2019,,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",Adults,General support,Cash grants,Frankel Family Foundation,"Wilmington, DE United States",International Documentary Association,"Los Angeles, CA United States",Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3261,"$3,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Not Specified,Cash grants,HARTFORD FOUNDATION FOR PUBLIC GIVING,"Hartford, CT United States",Connecticut Health I-Team Inc,"Nantucket, MA United States",Education,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3262,"$3,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Academics,Annual campaigns,Cash grants,Henry L Kimelman Family Foundation,"Wilmington, DE United States",Northwestern University,"Evanston, IL United States",Medill Annual Fund,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3263,"$3,000",2019,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Advocacy journalism",Not Specified,Not Specified,Cash grants,Kaleidoscope Foundation C/o Richards Leeds,"Bellevue, WA United States","Grist Magazine, Inc.","Seattle, WA United States",Education,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3264,"$3,000",2019,,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Constituency journalism",Adults,Not Specified,Cash grants,Keith and Polly Steiner Family Foundation,"Honolulu, HI United States",Hawaii Public Radio,"Honolulu, HI United States",Charitable,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3265,"$3,000",2019,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Keller Family Foundation,"New Orleans, LA United States",Lens,"New Orleans, LA United States",For general operating support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3266,"$3,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,Not Specified,Cash grants,Kirby Family Foundation Inc,"Amherst, NH United States","National Public Radio, Inc.","Washington, DC United States",Community support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3267,"$3,000",2019,,1 year,,"Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Living Springs Foundation,"Minneapolis, MN United States","NEW ENGLAND PUBLIC MEDIA, INC.","Springfield, MA United States",WFCR radio,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3268,"$3,000",2019,,1 year,,"Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",Academics,Program support,Cash grants,Lumina Foundation for Education Inc,"Indianapolis, IN United States",Ball State University Foundation Inc,"Muncie, IN United States",To provide student journalism support,https://pdf.guidestar.org/PDF_Images/2019/351/813/2019-351813228-202003189349100520-F.pdf
3269,"$3,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,Mediathe Foundation Inc,"Dana Point, CA United States",The Brooklyn Rail Inc,"Brooklyn, NY United States",Support newspaper devoted to the arts,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3270,"$3,000",2019,,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Mrb Foundation Inc,"Lake Geneva, WI United States",Colorado Public Radio,"Centennial, CO United States",Educational,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3271,"$3,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Program support,Cash grants,Nathaniel & Elizabeth P Stevens Foundation,"North Andover, MA United States",Essex County Community Foundation,"Beverly, MA United States",Additional summer fund support NE CTR For Investigative Reporting,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3272,"$3,000",2019,,1 year,,"Media Content and Platforms; Web-based media; Print; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,New Hampshire Charitable Foundation,"Concord, NH United States",Vermont Journalism Trust,"Montpelier, VT United States",For general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3273,"$3,000",2019,,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",Adults,General support,Cash grants,New Place Fund Inc,"Berkeley, CA United States",International Documentary Association,"Los Angeles, CA United States",Operations,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3274,"$3,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,Newalliance Foundation Inc,"New Haven, CT United States",Connecticut Health I-Team Inc,"Nantucket, MA United States","To help fund 2019 high school journalism camps. The camps train young people to become inquisitive readers and writers who can confidently press sources to explain their policies and practices, and turn their answers into compelling news stories.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3275,"$3,000",2019,Arts and Culture: Literary Arts,1 year,,"Journalism, news and information; Investigative journalism",Artists and performers,General support,Cash grants,Oregon Community Foundation,"Portland, OR United States",Type Media Center,"New York City, NY United States",For general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3276,"$3,000",2019,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Adults; Researchers; Activists,General support,Cash grants,Petchers Foundation Inc,"Fairfield, CT United States",REPORTERS COMMITTEE FOR FREEDOM OF THE PRESS,"Washington, DC United States",Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3277,"$3,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Ramler Charitable Trust,"Newton Center, MA United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3278,"$3,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,Not Specified,Cash grants,Rancho Feedwell Foundation,"Las Vegas, NV United States","National Public Radio, Inc.","Washington, DC United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3279,"$3,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Not Specified,Cash grants,Ruth & Jacques Sartisky Foundation,"Fairview, NC United States",Carolina Public Press Inc,"Asheville, NC United States",COMMUNITY/EDUCATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3280,"$3,000",2019,,1 year,,"Journalism, news and information; Investigative journalism; Advocacy journalism",Not Specified,General support; Advocacy,Cash grants,Seattle Foundation,"Seattle, WA United States",INVESTIGATEWEST,"Seattle, WA United States",To provide general support.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3281,"$3,000",2019,Media and Communications,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Presentations and productions,Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",Mother Jones,"San Francisco, CA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3282,"$3,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,Simple Gifts Fund,"Buffalo, NY United States",Investigative Post Inc,"Buffalo, NY United States",GENERAL FUND,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3283,"$3,000",2019,,1 year,,"Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",American Indians,General support,Cash grants,Tegna Foundation Inc,"Mc Lean, VA United States",Native American Journalists Association,"Norman, OK United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3284,"$3,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,Not Specified,Cash grants,The Anbinder Family Foundation,"FLORHAM PARK, NJ United States","National Public Radio, Inc.","Washington, DC United States",General & unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3285,"$3,000",2019,,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,The Carter Chapman Shreve Family Foundation,"Wilmington, DE United States",Colorado Public Radio,"Centennial, CO United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3286,"$3,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,Not Specified,Cash grants,The John and Shirley Nash Foundation,"Wilmington, DE United States","National Public Radio, Inc.","Washington, DC United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
