index,amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
3849,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Families; Women and girls,Not Specified,Cash grants,Frankel Family Foundation,"Wilmington, DE United States",Fuller Project for International Reporting Inc,"Washington, DC United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3850,"$5,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",Not Specified,Public engagement and education; Program support,Cash grants,Gelfand Family Foundation Inc Mr Arthur Gelfand,"Somerset, NJ United States",Thirteenwnet New York,"New York City, NY United States",SUPPORT OF PUBLIC MEDIA,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3851,"$5,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Not Specified,Presentations and productions,Cash grants,Gerald Flaxer Charitable Foundation,"Cambridge, MA United States",Wbur,"Boston, MA United States",TO PROVIDE NEWS TO THE COMMUNITY,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3852,"$5,000",2022,Education,1 year,,"Media access and policy; Media literacy; Journalism, news and information; Journalism, news, and information, general",Adolescents; Adults; Teachers; Students; Preteens,Not Specified,Cash grants,Greater Washington Community Foundation,"Washington, DC United States",The News Literacy Project,"Bethesda, MD United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3853,"$5,000",2022,Community & Econ Dev,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Greater Washington Community Foundation,"Washington, DC United States",Maryland Matters Inc,"Takoma Park, MD United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3854,"$5,000",2022,Education,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Greater Washington Community Foundation,"Washington, DC United States",Institute for Nonprofit News,"Calabasas, CA United States",The War Horse,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3855,"$5,000",2022,,1 year,,"Journalism, news and information; Advocacy journalism",Adults; Children and youth; Ethnic and racial groups,Not Specified,Cash grants,Haberman Family Foundation C/o Joel Haberman,"Highland Park, IL United States",Aftermath,"Winnetka, IL United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3856,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,Herbert H Kohl Charities Inc,"Milwaukee, WI United States",Wisconsin Center for Investigative Journalism,"Madison, WI United States",TO FUND APPROVED PUBLIC CHARITIES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3857,"$5,000",2022,Arts and culture/Journalism,1 year,Operating Support,"Journalism, news and information; Journalism, news, and information, general",Families; Men and boys; Ethnic and racial groups; Unemployed people; Women and girls; Economically disadvantaged people; People with disabilities; Immigrants and migrants,General support,Cash grants,Hillman Family Foundations,"Pittsburgh, PA United States",New Hampshire Public Radio Inc,"Concord, NH United States","NHPR’s reporting initiative, By Degrees, fosters civil discourse by producing and distributing informative, in-depth reporting on the environment, climate change, and energy. This includes traditional news reports, long-form narrative storytelling, and the podcast Outside/In, which strives for joy while empowering people to engage with the natural world. As part of the New England News Collaborative, By Degrees and Outside/In stories are aired across the region, increasing the reporting’s reach.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3858,"$5,000",2022,,1 year,,"Media Content and Platforms; Radio; Web-based media; Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,Not Specified,Cash grants,Hixon Family Foundation,"San Antonio, TX United States",Texas Public Radio,"San Antonio, TX United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3859,"$5,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Not Specified,Capacity-building and technical assistance; Program support,Cash grants,Hutton Foundation DBA Hutton Parker Foundation,"Santa Barbara, CA United States",Family Service Agency of Santa Barbara County (FSA),"Santa Barbara, CA United States",NOOZHAWK MEDIA GRANT - Q2 2022,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3860,"$5,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults,Recordings and broadcasts; Online media; Program support,Cash grants,In His Name Foundation,"Irvine, CA United States",FOCAL POINT RADIO MINISTRIES,"Aliso Viejo, CA United States","Support exploring and proclaiming the depths of Scripture on the radio, online, and in print.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3861,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,J J Medveckis Foundation,"Philadelphia, PA United States",The Lenfest Institute for Journalism,"Philadelphia, PA United States",GENERAL PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3862,"$5,000",2022,,1 year,,"Media Content and Platforms; Radio; Web-based media; Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,General support,Cash grants,Jack and Doris Smothers and Bud Smothers Memorial Foundation,"San Antonio, TX United States",Texas Public Radio,"San Antonio, TX United States",UNRESTRICTED,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3863,"$5,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,General support,Cash grants,John & Mildred Holmes Family Foundation C/o Legacy Trust Co,"Houston, TX United States","National Public Radio, Inc.","Washington, DC United States",GENERAL CHARITABLE PURPOSES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3864,"$5,000",2022,,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",Adults,General support,Cash grants,Kenneth and Myra Monfort Charitable Foundation Inc,"Fort Collins, CO United States",COMMUNITY RADIO FOR NORTHERN COLORADO,"Greeley, CO United States",GENERAL OPERATIONS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3865,"$5,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,Not Specified,Cash grants,Leonard L and Bertha U Abess Foundation C/o Thinklab Ventures,"Miami, FL United States","National Public Radio, Inc.","Washington, DC United States",CHARITABLE CONTRIBUTION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3866,"$5,000",2022,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Ligon-Lamsam Foundation C/o Debra Flynn,"Austin, TX United States",TEXAS TRIBUNE INC,"Austin, TX United States",OPERATING PURPOSES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3867,"$5,000",2022,Education,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Public engagement and education; Recordings and broadcasts,Cash grants,"Lintilhac Foundation, Inc.","Shelburne, VT United States",The University of Vermont Foundation,"Burlington, VT United States",In support of Environmental Reporting with Vermont Public,https://lintilhacfoundation.org/wp-content/uploads/2023/01/Report-of-2022-Grants.pdf
3868,"$5,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,General support,Cash grants,Louise P Hackett Foundation,"Louisville, KY United States","National Public Radio, Inc.","Washington, DC United States",GENERAL OPERATIONS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3869,"$5,000",2022,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Citizen journalism",Not Specified,General support,Cash grants,Minneapolis Foundation,"Minneapolis, MN United States",Uptake Institute,"St Paul, MN United States",general operating support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3870,"$5,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,Program support,Cash grants,Mjh Foundation,"Cleveland, OH United States","National Public Radio, Inc.","Washington, DC United States",TO SUPPORT THE ORGANIZATION AND ITS PROGRAMS.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3871,"$5,000",2022,,1 year,,"Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth; Families,General support,Cash grants,Mob Family Foundation,"Dallas, TX United States",NORTH TEXAS PUBLIC BROADCASTING INC,"Dallas, TX United States",General operating support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3872,"$5,000",2022,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Adults; Researchers; Activists,General support,Cash grants,Morgan Stanley Global Impact Funding Trust Inc,"INDIANAPOLIS, IN United States",REPORTERS COMMITTEE FOR FREEDOM OF THE PRESS,"Washington, DC United States",UNRESTRICTED GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3873,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Advocacy; Ethics and accountability; Systems reform,Cash grants,Naida S Wharton Foundation,"GARDEN CITY, NY United States","PRO Publica, Inc.","New York City, NY United States",FOR CHARITABLE USE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3874,"$5,000",2022,,1 year,,"Media Content and Platforms; Television; Radio; Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Nia Community Foundation,"Wilmington, DE United States",Democracy Now Productions Inc,"New York City, NY United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3875,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support; General support,Cash grants,Nick Dewolf Foundation,"Aspen, CO United States",Aspen Journalism,"Aspen, CO United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3876,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,Northlight Foundation Inc,"New York City, NY United States",Consultative Group On Biological Diversity,"San Francisco, CA United States",SUPPORT ORGANIZATION'S PROGRAMS & ACTIVITIES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3877,"$5,000",2022,,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Constituency journalism",Adults,Not Specified,Cash grants,Padosi Foundation,"Portland, OR United States",Hawaii Public Radio,"Honolulu, HI United States",TO SUPPORT THE ORGANIZATION,https://apps.irs.gov/pub/epostcard/cor/473227718_202212_990PF_2023102421772343.pdf
3878,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support; General support,Cash grants,Phoebe R & John D Lewis Foundation,"Glendale, WI United States",Global Voices Initiative,"Chicago, IL United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3879,"$5,000",2022,,1 year,,"Journalism, news and information; Advocacy journalism",Not Specified,"Policy, advocacy and systems reform",Cash grants,Reeves Family Foundation,"Marblehead, MA United States",National Review Institute,"New York City, NY United States",DONATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3880,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Adults; Children and youth,Program support,Cash grants,Richard & Thelma Hall Foundation C/o Thomas T Huff,"Kalamazoo, MI United States",Public Media Network,"Kalamazoo, MI United States",NOWKALAMAZOO - BEN LANDO,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3881,"$5,000",2022,,1 year,,"Journalism, news and information; Constituency journalism",Adolescents; Adolescent boys; Adolescent girls,Program support,Cash grants,Rocky Mountain Power Foundation,"Portland, OR United States",Indigenous International,"Provo, UT United States",Youth Food Scarcity Project,https://apps.irs.gov/pub/epostcard/cor/943089826_202212_990PF_2023112121979076.pdf
3882,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Victims and oppressed people; Emergency responders; Incarcerated people; Immigrants and migrants,Research; Program support,Cash grants,Senser Foundation,"Highland Park, IL United States","Physicians for Human Rights, Inc.","New York City, NY United States",INVESTIGATE/DOCUMENT HUMAN RIGHTS VIOLATIONS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3883,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Internships; Leadership and professional development,Cash grants,Southern Newspaper Publishers Association Foundation Inc,"Chicago, IL United States",Maryland-Delaware-Dc Press Foundation Inc,"Baltimore, MD United States","JOURNALISM INTERN PROGRAM TO PROVIDE WRAPAROUND SUPPORT OF MENTORS, COACHES, AND ONGOING TRAINING FOR PARTICIPANTS IN ITS INTERNSHIP PROGRAM, WHICH PLACES COLLEGE JOURNALISTS IN MDDC MEMBER NEWSROOMS FOR EIGHT-WEEK PAID SUMMER INTERNSHIPS.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3884,"$5,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Age groups,Public engagement and education; Program support,Cash grants,Stanley & Lucy Lopata Foundation C/o Lopata Flegel & Co LLP,"St Louis, MO United States",City Report Inc,"New York City, NY United States",PUBLICLY SUPPORTED NEWS ORGANIZATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3885,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Public engagement and education; Program support,Cash grants,Steven a and Marianne M Mills Charitable Foundation Inc,"Bronxville, NY United States","PRO Publica, Inc.","New York City, NY United States",PROMOTION OF INVESTIGATIVE JOURNALISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3886,"$5,000",2022,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Strong Foundation of New York,"New York City, NY United States","Committee to Protect Journalists, Inc.","New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3887,"$5,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",Not Specified,Program support,Cash grants,The Bdm Family Foundation,"Wilmington, DE United States","PRO Publica, Inc.","New York City, NY United States",Local Reporting Network,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3888,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism education",Academics,General support,Cash grants,The Bezalel Foundation,"Tulsa, OK United States",The Poynter Institute for Media Studies Inc,"St Petersburg, FL United States",General Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3889,"$5,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Economically disadvantaged people; Ethnic and racial groups,General support; Research; Program support,Cash grants,THE CALIFORNIA WELLNESS FOUNDATION,"Los Angeles, CA United States",Fresnoland Media,"Fresno, CA United States",FOR CORE OPERATING SUPPORT TO PROVIDE IMPORTANT RESOURCES SUCH AS INDEPENDENT RESEARCH AND STORYTELLING TO AID IN THE HEALTH AND WELLNESS OF CENTRAL SAN JOAQUIN VALLEY RESIDENTS.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3890,"$5,000",2022,Advancing The Arts,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Not Specified,Cash grants,The Community Foundation of Western North Carolina,"Asheville, NC United States",Carolina Public Press Inc,"Asheville, NC United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3891,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,The Cowles Charitable Trust,"Staten Island, NY United States","International Center for Journalists, Inc.","Washington, DC United States",EDUCATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3892,"$5,000",2022,,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Constituency journalism",Adults,General support,Cash grants,The Dods Foundation,"Honolulu, HI United States",Hawaii Public Radio,"Honolulu, HI United States",GENERAL OPERATIONS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3893,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,The Eisner Foundation,"Beverly Hills, CA United States","PRO Publica, Inc.","New York City, NY United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3894,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,The Freedom Forum Inc,"Washington, DC United States",James W Foley Legacy Foundation Inc,"Portsmouth, NH United States",TRUSTEE INITIATIVES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3895,"$5,000",2022,Program Specific & Other,1 year,for sponsorship of the 2022 Community Sentinel Award for Environmental Stewardship,"Media applications and tools; Geographic Information Systems; Journalism, news and information; Advocacy journalism",Activists; Adults,Program support,Cash grants,The Heinz Endowments,"Pittsburgh, PA United States",FRACTRACKER ALLIANCE,"Camp Hill, PA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3896,"$5,000",2022,,1 year,,"Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth; Families,Not Specified,Cash grants,The Justin Dart Family Foundation,"Pasadena, CA United States",NORTH TEXAS PUBLIC BROADCASTING INC,"Dallas, TX United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3897,"$5,000",2022,,1 year,,"Media Content and Platforms; Print; Media access and policy; Media justice; Journalism, news and information; Journalism, news, and information, general",Economically disadvantaged people; Homeless people; Veterans; Unemployed people; Self-employed people,General support,Cash grants,The Mericos Foundation,"South Pasadena, CA United States",STREET ROOTS,"Portland, OR United States",GENERAL OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3898,"$5,000",2022,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Academics,General support,Cash grants,The Nancy Sidewater Foundation C/o Michael D Adelman CPA,"Blue Bell, PA United States",OVERSEAS PRESS CLUB FOUNDATION,"New York City, NY United States",OPERATIONS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3899,"$5,000",2022,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,The O'hare Family Private Foundation,"Austin, TX United States",TEXAS TRIBUNE INC,"Austin, TX United States",GENERAL UNRESTRICTED,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3900,"$5,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Students; Adults,Not Specified,Cash grants,The Paul & Karen Levy Family Foundation C/o Macias Gini & O'connell LLP,"Melville, NY United States",Renew Democracy Initiative Inc,"New York City, NY United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3901,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Low-income people,General support,Cash grants,The Peter and Carmen Lucia Buck Foundation Inc,"New York City, NY United States",Fund for Investigative Journalism Inc,"Washington, DC United States",GENERAL OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3902,"$5,000",2022,,1 year,,"Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",Adults; LGBTQ people; Ethnic and racial groups; Economically disadvantaged people; Immigrants and migrants; Victims and oppressed people; Activists; Artists and performers; Sex workers,General support,Cash grants,The Pritzker Pucker Family Foundation,"Chicago, IL United States",Reader Institute for Community Journalism Inc,"Chicago, IL United States",GENERAL OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3903,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Program support; General support,Cash grants,The Richard W Rupp Foundation,"Buffalo, NY United States",Investigative Post Inc,"Buffalo, NY United States",PROGRAM SERVICES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3904,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,The River Foundation,"Sherman Oaks, CA United States",Freedom of the Press Foundation,"San Francisco, CA United States",TO PROTECT AND DEFEND ADVERSARIAL JOURNALISM IN THE 21ST CENTURY,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3905,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adults; Low-income people,Program support,Cash grants,The Ronald P and Susan E Lynch Foundation C/o Milton Kain,"New York City, NY United States",The MAVEN Project,"San Francisco, CA United States",SUPPORT ORGANIZATION'S PROGRAMS & ACTIVITIES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3906,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Not Specified,Cash grants,The Scripps Howard Foundation,"Cincinnati, OH United States",Investigative Reporters and Editors Inc,"Columbia, MO United States",Journalism Grant,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3907,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups,Equal access,Cash grants,The Sheila Dave & Sherry Gold Foundation Co Jeff Gold,"Studio City, CA United States",INDIGENOUS ENVIRONMENTAL NETWORK,"Bemidji, MN United States",Support of environmental and economic justice issues.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3908,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,The Sherman Family Foundation,"Southfield, MI United States",The Detroit Jewish News Foundation Inc,"Farmington Hills, MI United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3909,"$5,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Artists and performers; Children and youth; Economically disadvantaged people,Capacity-building and technical assistance,Cash grants,The Silver Lining Foundation,"San Francisco, CA United States",CATCHLIGHT,"San Francisco, CA United States","TO SUPPORT NONPROFIT MEDIA COMBINING ART, JOURNALISM, AND SOCIAL JUSTICE",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3910,"$5,000",2022,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,The Tow Foundation Inc,"New Canaan, CT United States","Committee to Protect Journalists, Inc.","New York City, NY United States",UNRESTRICTED FUNDING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3911,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism; Journalism education",Academics,"Awards, prizes and competitions; Program support",Cash grants,The Tow Foundation Inc,"New Canaan, CT United States",CRAIG NEWMARK GRADUATE SCHOOL OF JOURNALISM CUNY FOUNDATION INC,"New York City, NY United States",STEPHEN B. SHEPARD PRIZE FOR INVESTIGATIVE REPORTING ANNUAL AWARDS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3912,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Artists and performers,General support,Cash grants,The Workable Alternatives Foundation,"Delmont, PA United States",Type Media Center,"New York City, NY United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3913,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Artists and performers,General support,Cash grants,Ttees the Edith W Mac Guire Char Trust,"New York City, NY United States",Type Media Center,"New York City, NY United States",GENERAL OPERATING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3914,"$5,000",2022,,6 months,,"Telecommunications infrastructure; Telecommunications; Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,Urgent Action Fund for Feminist Activism,"Alameda, CA United States",Qarar Foundation for Media and Sustainable Development,Yemen,"This request is from an organization that uses data and journalism to promote the independence of Yemeni media and support human rights. Women working in civil and peace-building fields in Yemen are increasingly subject to digital violations leading to extortion and intimidation. The organization seeks to provide specialized training in digital security and empower defenders to enhance protection and gain knowledge around digital security. Funds will be used to train defenders and activists on digital security through training seminars and specifically will cover expenses related to trainer stipends, communication, and seminar materials.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3915,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",People of African descent,Advocacy; Outreach,Cash grants,Vegfund Inc,"Washington, DC United States","GRASSROOTS ARTISTS MOVEMENT, G.A.ME INC.","Brooklyn, NY United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3916,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Advocacy; Outreach,Cash grants,Vegfund Inc,"Washington, DC United States",Earth Day Network Inc,"WASHINGTON, DC United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3917,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adults,Advocacy; Outreach,Cash grants,Vegfund Inc,"Washington, DC United States",Material Innovation Institute,"Napa, CA United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3918,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,Woodard Family Foundation Inc C/o William Keith Woodard,"Charlottesville, VA United States",Reporters Without Borders Inc,"Washington, DC United States",ASSIST JOURNALISTS IN DANGER,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3919,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Adults; Parents; Academics; Activists,General support,Cash grants,Yerba Buena Fund,"San Francisco, CA United States",Markup News Inc,"New York City, NY United States",GENERAL OPERATIONS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3920,"$5,000",2022,,1 year,,"Telecommunications infrastructure; Telecommunications; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,American Endowment Foundation,"Hudson, OH United States",Allafrica Foundation,"Washington, DC United States","ARTS, CULTURE",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3921,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Online media,Cash grants,American Endowment Foundation,"Hudson, OH United States",The Conversation US,"Waltham, MA United States",EDUCATIONAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3922,"$5,000",2022,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Advocacy journalism",Not Specified,General support,Cash grants,Beatrice R& Joseph Acoleman Foundation,"New York City, NY United States","Grist Magazine, Inc.","Seattle, WA United States",GENERAL USE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3923,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Brett Family Foundation,"Boulder, CO United States",Civic News Company,"New York City, NY United States",OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3924,"$5,000",2022,,1 year,,"Media Content and Platforms; Television; Radio; Web-based media; Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups; Families; Non-adult children; Parents; Economically disadvantaged people,General support,Cash grants,Brown Chls & Hln Memorial F Ta,"Brooklyn, OH United States",Ideastream,"Cleveland, OH United States",GENERAL OPERATING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3925,"$5,000",2022,,1 year,,"Media access and policy; Media justice; Journalism, news and information; Citizen journalism",Victims of crime and abuse,General support,Cash grants,Cabot-Kjellerup Foundation,"West Grove, PA United States","Witness, Inc.","New York City, NY United States",For General Support of Charitable Activities,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
