amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
"$10,000",2024,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Strong Foundation of New York,"New York City, NY United States","Committee to Protect Journalists, Inc.","New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$9,000",2024,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Constituency journalism",Women and girls,General support,Cash grants,Martin D & Jean Shafiroff Foundation,"New York City, NY United States",Women's E-News,"New York City, NY United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$9,000",2024,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Advocacy; Ethics and accountability; Systems reform,Cash grants,The June Foundation,"Seattle, WA United States","PRO Publica, Inc.","New York City, NY United States",Charitable,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$7,500",2024,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Advocacy journalism",Not Specified,General support; Advocacy,Cash grants,Seattle Foundation,"Seattle, WA United States",The American Independent Foundation,"Washington, DC United States",to provide general support.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$6,000",2024,,1 year,,"Journalism, news and information; Advocacy journalism",Not Specified,"Policy, advocacy and systems reform",Cash grants,T Rowe Price Program for Charitable Giving Inc,"Baltimore, MD United States",National Review Institute,"New York City, NY United States",MULTIPLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$6,000",2024,,1 year,,"Journalism, news and information; Investigative journalism; Advocacy journalism",Not Specified,Not Specified,Cash grants,T Rowe Price Program for Charitable Giving Inc,"Baltimore, MD United States",The Consortium for Independent Journalism Inc,"Arlington, VA United States",MULTIPLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$5,243",2024,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Program support,Cash grants,Seattle Foundation,"Seattle, WA United States",Seattle Times Fund for Those in Need,"Seattle, WA United States",to support the Seattle Times' Investigative Journalism Fund.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$5,125",2024,,1 year,,"Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth; Families,Not Specified,Cash grants,T Rowe Price Program for Charitable Giving Inc,"Baltimore, MD United States",NORTH TEXAS PUBLIC BROADCASTING INC,"Dallas, TX United States",MULTIPLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$5,000",2024,OTHR:Other,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,Community Foundation Sonoma County,"Santa Rosa, CA United States",Mother Jones,"San Francisco, CA United States",for general operating support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$5,000",2024,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support; General support,Cash grants,F & a Zimmerman Charitable Trust 480008002,"St Louis, MO United States",Good News in Action,"Albany, LA United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$5,000",2024,,1 year,,"Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth; Ethnic and racial groups,General support,Cash grants,Greater Washington Community Foundation,"Washington, DC United States",ISSUE ONE,"Washington, DC United States",General Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$5,000",2024,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adults,Not Specified,Cash grants,Greater Washington Community Foundation,"Washington, DC United States",Bridge Alliance Education Fund,"Palm Beach Gardens, FL United States",Citizen Connect,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$5,000",2024,,1 year,,"Journalism, news and information; Investigative journalism",Ex-offenders; Offenders,Not Specified,Cash grants,Greater Washington Community Foundation,"Washington, DC United States",MARSHALL PROJECT INC,"New York City, NY United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$5,000",2024,,1 year,,"Journalism, news and information; Advocacy journalism",Not Specified,General support,Cash grants,L E Phillips Family Foundation Inc,"Eau Claire, WI United States",National Review Institute,"New York City, NY United States",OPERATING FUNDS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$5,000",2024,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support; Public engagement and education,Cash grants,Seattle Foundation,"Seattle, WA United States",Cascade PBS,"Seattle, WA United States",to provide general support for environmental news.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$5,000",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,General support; Advocacy,Cash grants,Seattle Foundation,"Seattle, WA United States","National Public Radio, Inc.","Washington, DC United States",to provide general support.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$5,000",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",Jewish people,Recordings and broadcasts; Program support,Cash grants,Seattle Foundation,"Seattle, WA United States",AMERICAN JEWISH COMMITTEE,"New York City, NY United States",to support the 2024 AJC Video Media Campaign.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$5,000",2024,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Advocacy; Ethics and accountability; Systems reform,Cash grants,Sholley Foundation,"Pennington, NJ United States","PRO Publica, Inc.","New York City, NY United States",UNRESTRICTED GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$5,000",2024,,1 year,,"Media access and policy; Media literacy; Journalism, news and information; Journalism, news, and information, general",Adolescents; Adults; Teachers; Students; Preteens,General support,Cash grants,Strong Foundation of New York,"New York City, NY United States",The News Literacy Project,"Bethesda, MD United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$5,000",2024,Advancing The Arts,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Not Specified,Cash grants,The Community Foundation of Western North Carolina,"Asheville, NC United States",Carolina Public Press Inc,"Asheville, NC United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$5,000",2024,Communications,1 year,,"Journalism, news and information; Investigative journalism",Adults; Economically disadvantaged people; Ethnic and racial groups,Public engagement and education; Program support,Cash grants,The Keith Campbell Foundation for the Environment Inc,"Bethesda, MD United States",Fresnoland Media,"Fresno, CA United States","Fresnoland is an independent news organization dedicated to making policy public for all residents of the central San Joaquin Valley - through investigative, explanatory, and service journalism",https://www.campbellfoundation.org/grantee_search/
"$4,000",2024,,1 year,,"Media access and policy; Media literacy; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth; At-risk youth; Economically disadvantaged people; Immigrants,Not Specified,Cash grants,Greater Washington Community Foundation,"Washington, DC United States",Embarcadero Media Foundation,"Palo Alto, CA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$3,000",2024,,1 year,,"Media access and policy; Media literacy; Journalism, news and information; Journalism, news, and information, general",Adolescents; Adults; Teachers; Students; Preteens,Not Specified,Cash grants,Greater Washington Community Foundation,"Washington, DC United States",The News Literacy Project,"Bethesda, MD United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$3,000",2024,,1 year,,"Journalism, news and information; Investigative journalism",Children and youth; Families,General support,Cash grants,Prairiefire Foundation,"Grayslake, IL United States",Searchlight New Mexico News,"Santa Fe, NM United States",GENERAL OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$3,000",2024,,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",Adults,Not Specified,Cash grants,Sarah Marvin Foundation for the Performing Arts,"Cincinnati, OH United States","Cincinnati Public Radio, Inc.","Cincinnati, OH United States",Charitable,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$3,000",2024,,1 year,,"Media Content and Platforms; Television; Radio; Web-based media; Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups; Families; Non-adult children; Parents; Economically disadvantaged people,General support,Cash grants,The Bruce & Erica Greer Family Foundation,"Hudson, OH United States",Ideastream,"Cleveland, OH United States",General Fund,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$2,940",2024,,1 year,,"Journalism, news and information; Investigative journalism",Low-income people,"Policy, advocacy and systems reform; Program support; Public engagement and education",Cash grants,Seattle Foundation,"Seattle, WA United States",Seattle Times Fund for the Needy,"Seattle, WA United States",to support the Investigative Journalism Fund.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$2,800",2024,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,Christie Cadwell Foundation,"Boulder, CO United States","PRO Publica, Inc.","New York City, NY United States",OPERATING COSTS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$2,500",2024,,1 year,,"Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",Not Specified,Fundraising; Regranting,Cash grants,Greater Washington Community Foundation,"Washington, DC United States",Thomson Reuters Foundation Inc,"New York City, NY United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$2,500",2024,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Advocacy journalism",Not Specified,Equal access; Advocacy; Systems reform; Public engagement and education; Conferences and exhibitions; Program support,Cash grants,Seattle Foundation,"Seattle, WA United States",The American Independent Foundation,"Washington, DC United States",to support the MTG.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$2,500",2024,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Advocacy journalism",Not Specified,General support; Advocacy,Cash grants,Seattle Foundation,"Seattle, WA United States","Grist Magazine, Inc.","Seattle, WA United States",to provide general support.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$2,500",2024,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Sumner Gerard Foundation,"New York City, NY United States",TEXAS TRIBUNE INC,"Austin, TX United States",UNRESTRICTED,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$2,450",2024,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Program support,Cash grants,Seattle Foundation,"Seattle, WA United States",Seattle Times Fund for Those in Need,"Seattle, WA United States",to support the Seattle Times' Investigative Journalism Fund.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$2,450",2024,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Program support; Public engagement and education,Cash grants,Seattle Foundation,"Seattle, WA United States",Seattle Times Fund for Those in Need,"Seattle, WA United States",Investigative Journalism Fund.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$2,000",2024,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Research; Program support,Cash grants,Brownstone Family Foundation,"New York City, NY United States",The Conversation US,"Waltham, MA United States",TO PROMOTE TRUTHFUL INFORMATION AND STRENGTHEN JOURNALISM BY UNLOCKING THE RICH DIVERSITY OF ACADEMIC RESEARCH FOR AUDIENCES ACROSS AMERICA.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$2,000",2024,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,"Policy, advocacy and systems reform",Cash grants,INITIATIVE FOUNDATION,"Little Falls, MN United States",Lighthouse Beginnings,"Nisswa, MN United States",to support the Open Arms Community Center,https://ifound.org/grants/grants-awarded/
"$2,000",2024,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Tamposi Foundation,"Nashua, NH United States",Nackey S Loeb School of Communications Inc,"Manchester, NH United States",UNRESTRICTED,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$2,000",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth; Ethnic and racial groups,General support,Cash grants,Tch W & F Hendrix Foundation,"Orlando, FL United States",VOICE OF VASHON,"Vashon, WA United States",GENERAL OPERATING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$2,000",2024,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Endowments,Cash grants,The Joseph and Anna Gartner Foundation,"Williamsville, NY United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",OPERATIONS/SPECIAL PROJ./ENDOWMENTS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$2,000",2024,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,Wellfleet Foundation Inc,"New York City, NY United States","Committee to Protect Journalists, Inc.","New York City, NY United States",501(C)(3) GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$1,500",2024,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Advocacy; Ethics and accountability; Systems reform,Cash grants,Greater Washington Community Foundation,"Washington, DC United States","PRO Publica, Inc.","New York City, NY United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$1,500",2024,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Greater Washington Community Foundation,"Washington, DC United States",Reporters Without Borders Inc,"Washington, DC United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$1,500",2024,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,The Franz W Sichel Foundation,"ARLINGTON, MA United States",Reporters Without Borders Inc,"Washington, DC United States",GENERAL OPERATING PURPOSES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$1,100",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism; Advocacy journalism",Not Specified,Recordings and broadcasts; Performances; Program support,Cash grants,INITIATIVE FOUNDATION,"Little Falls, MN United States",Mille Lacs Health System,"ONAMIA, MN United States",Story Time Fun at Onamia Depot Library,https://ifound.org/grants/grants-awarded/
"$1,000",2024,,1 year,,"Media access and policy; Media literacy; Journalism, news and information; Journalism, news, and information, general",Adolescents; Adults; Teachers; Students; Preteens,Not Specified,Cash grants,Alex G Campbell Jr Foundation Inc,"Lexington, KY United States",The News Literacy Project,"Bethesda, MD United States",SUBSIDY,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$1,000",2024,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Christie Cadwell Foundation,"Boulder, CO United States",PolitiFact,"St Petersburg, FL United States",OPERATING COSTS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$1,000",2024,Information and Communications,1 year,,"Media Content and Platforms; Television; Radio; Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Conrad N Hilton Foundation,"Westlake Village, CA United States",Democracy Now Productions Inc,"New York City, NY United States",for general operating support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$1,000",2024,,1 year,,"Media Content and Platforms; Web-based media; Media access and policy; Media democracy; Journalism, news and information; Investigative journalism",Adults; Academics; Activists,General support,Cash grants,Garm Foundation,"Chicago, IL United States",The Florida Center for Government Accountability Inc,"Tallahassee, FL United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$1,000",2024,,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Constituency journalism",Adults,General support,Cash grants,Hung Wo and Elizabeth Lau Ching Foundation,"Honolulu, HI United States",Hawaii Public Radio,"Honolulu, HI United States",GENERAL PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$1,000",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups,General support,Cash grants,INITIATIVE FOUNDATION,"Little Falls, MN United States",The Tiny News Collective Inc,"Philadelphia, PA United States","to provide unrestricted support for Project Optimist, in honor of Robbyn Wacker, former Intiative Foundation board member",https://ifound.org/grants/grants-awarded/
"$1,000",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Ethnic and racial groups; Work status and occupations,Not Specified,Cash grants,Madigan Family Foundation C/o Madden Jiganti Moore & Sinars,"Chicago, IL United States",Daily Caller News Foundation,"Washington, DC United States",CHARITABLE PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$1,000",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,Not Specified,Cash grants,Syd & Jan M Silverman Foundation Inc,"Pennington, NJ United States","National Public Radio, Inc.","Washington, DC United States",UNRESTRICTED GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$1,000",2024,Building Community & Economic Vitality,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",Adults; Children and youth,Not Specified,Cash grants,The Community Foundation of Western North Carolina,"Asheville, NC United States","The Progressive, Inc.","Madison, WI United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$1,000",2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Telecommunications infrastructure; Telecommunications Infrastructure, general; Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,The George T Baker Foundation Inc,"Greensboro, NC United States",Georgia Public Telecommunications Commission,"Atlanta, GA United States",IMPROVE QUALITY OF LIFE FOR INDIVIDUALS AND ANIMALS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"$1,000",2024,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,The Ruth & Robert Satter Charitable Trust,"Albuquerque, NM United States",The Ipswich Local News Inc,"Ipswich, MA United States",UNRESTRICTED,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
$600,2024,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Advocacy; Ethics and accountability; Systems reform,Cash grants,Greater Washington Community Foundation,"Washington, DC United States","PRO Publica, Inc.","New York City, NY United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
$500,2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups; LGBTQ people; Women and girls; Men and boys; Economically disadvantaged people; Victims of crime and abuse,Not Specified,Cash grants,Burnham Family Foundation,"Battle Creek, MI United States",Local Journalism Foundation Inc,"Kalamazoo, MI United States",HUMAN SERVICES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
$500,2024,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Doochin Family Charitable Foundation,"White Bluff, TN United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",GENERAL OPERATING EXPENSE TO FURTHER CHARITABLE PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
$500,2024,,1 year,,"Journalism, news and information; Advocacy journalism",Incarcerated people; Low-income people,Equal access,Cash grants,Frie Family Foundation,"Arvada, CO United States",Human Rights Defense Center Inc,"Lake Worth Beach, FL United States",CHARITY,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
$500,2024,,1 year,,"Media Content and Platforms; Radio; Web-based media; Audio; Media access and policy; Media literacy; Journalism, news and information; Citizen journalism",Adults; Preteens; Children; Adolescents; Ethnic and racial groups; Religious groups,Capital campaigns; General support,Cash grants,Price Chopper's Golub Foundation,"Schenectady, NY United States","Apple Country Radio, Inc.","Brookfield, MA United States",GENERAL SUPPORT/CAPITAL CAMPAIGN,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
$500,2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth; Ethnic and racial groups,Program support,Cash grants,Seattle Foundation,"Seattle, WA United States",VOICE OF VASHON,"Vashon, WA United States",to support the Give Big Campaign.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
$500,2024,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Public engagement and education; Recordings and broadcasts; Program support,Cash grants,Seattle Foundation,"Seattle, WA United States","Grist Magazine, Inc.","Seattle, WA United States",to support Environmental Reporting.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
$500,2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",Not Specified,Program support,Cash grants,Seattle Foundation,"Seattle, WA United States",High Country News,"Paonia, CO United States",Environmental local and regional reporting,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
$500,2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,General support; Advocacy,Cash grants,Seattle Foundation,"Seattle, WA United States","National Public Radio, Inc.","Washington, DC United States",to provide general support.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
$500,2024,Advancing The Arts,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Not Specified,Cash grants,The Community Foundation of Western North Carolina,"Asheville, NC United States",Carolina Public Press Inc,"Asheville, NC United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
$365,2024,,1 year,,"Media Content and Platforms; Radio; Web-based media; Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,Not Specified,Cash grants,Caritas Charitable Trust,"San Antonio, TX United States",Texas Public Radio,"San Antonio, TX United States",CONTRIBUTION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
$300,2024,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Not Specified,Cash grants,Greater Washington Community Foundation,"Washington, DC United States",Institute for Nonprofit News,"Beverly Hills, CA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
$250,2024,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Advocacy; Ethics and accountability; Systems reform,Cash grants,Greater Washington Community Foundation,"Washington, DC United States","PRO Publica, Inc.","New York City, NY United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
$250,2024,,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups; Sexual identity; Victims and oppressed people; Immigrants and migrants; Economically disadvantaged people,General support,Cash grants,James & Alvina Bartos Balog Foundation Inc,"Morristown, NJ United States",BOULDER COMMUNITY BROADCAST ASSOCIATION INCORPORATED,"Boulder, CO United States",UNRESTRICTED,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
$250,2024,Advancing The Arts,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Not Specified,Cash grants,The Community Foundation of Western North Carolina,"Asheville, NC United States",Carolina Public Press Inc,"Asheville, NC United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
$200,2024,,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Constituency journalism",Adults,Not Specified,Cash grants,Larry and Beatrice Ching Foundation,"Honolulu, HI United States",Hawaii Public Radio,"Honolulu, HI United States",EDUCATIONAL PROGRAMS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
$120,2024,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Telecommunications infrastructure; Telecommunications Infrastructure, general; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,The Hollander-Urbach Family Foundation Inc,"Roswell, GA United States",Georgia Public Telecommunications Commission,"Atlanta, GA United States",EDUCATIONAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
