amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Constituency journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support; Program support,TRANSACTION TYPE: Cash grants,The Ifuku Family Foundation,"Honolulu, HI United States",Hawaii Public Radio,"Honolulu, HI United States",Support programming and operations of the station,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,The Kabacoff Family Foundation,"New Orleans, LA United States",University of Texas - KUT,"Austin, TX United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media access and policy, general; Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Lanegate Foundation,"STAMFORD, CT United States",Retro Report Inc,"New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media literacy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adolescents; Adults; Teachers; Students; Preteens,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Lenzner Family Foundation,"Washington, DC United States",The News Literacy Project,"Bethesda, MD United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Ethics and accountability; Program support,TRANSACTION TYPE: Cash grants,The Lulu Foundation,"Minneapolis, MN United States",Reporters Without Borders Inc,"Washington, DC United States",To support your mission of upholding the integrity of journalism.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The O'hare Family Private Foundation,"Austin, TX United States",TEXAS TRIBUNE INC,"Austin, TX United States",General unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults; Students; Ethnic and racial groups; Military personnel; Veterans,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Pacific Endowment,"La Jolla, CA United States",inewsource,"San Diego, CA United States",General support for inewsource.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; Public engagement and education,TRANSACTION TYPE: Cash grants,The Sheila Dave & Sherry Gold Foundation Co Jeff Gold,"Studio City, CA United States",Freedom of the Press Foundation,"Brooklyn, NY United States","Support to protect, defend, and empower public-interest journalism.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism; Journalism education",POPULATION SERVED: Academics,"SUPPORT STRATEGY: Awards, prizes and competitions; Program support",TRANSACTION TYPE: Cash grants,The Tow Foundation Inc,"New Canaan, CT United States",CRAIG NEWMARK GRADUATE SCHOOL OF JOURNALISM CUNY FOUNDATION INC,"New York City, NY United States",STEPHEN B. SHEPARD PRIZE FOR INVESTIGATIVE REPORTING ANNUAL AWARDS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Economically disadvantaged people; Incarcerated people,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Theodore Edson Parker Foundation,"Boston, MA United States",The Massachusetts Institute for A New Commonwealth Inc. (MassINC),"Boston, MA United States",8TH ANNUAL GATEWAY CITIES INNOVATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Tiger Baron Foundation Inc,"New York City, NY United States","PRO Publica, Inc.","New York City, NY United States",GENERAL SUPPORT PURPOSES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Outreach,TRANSACTION TYPE: Cash grants,Vegfund Inc,"Washington, DC United States",Aplantbaseddiet Org Inc,"Silver Springs, FL United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Virginia Friedhofer Charitable Trust,"Beverly Hills, CA United States",International Documentary Association,"Los Angeles, CA United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adolescents; Children and youth; Ethnic and racial groups; Low-income people; Sexual identity,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,"W. Eugene Smith Memorial Fund, Inc.","New York City, NY United States","Nycsalt, Inc.","New York City, NY United States",To encourage photo journalism,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism education",POPULATION SERVED: Academics,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Walter and Leona Schmitt Family Foundation,"White Bear Lake, MN United States",University of St Thomas,"St Paul, MN United States",360 JOURNALISM PROGRAM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,William Penn Foundation,"Philadelphia, PA United States",The Lenfest Institute for Journalism,"Philadelphia, PA United States",GENERAL DONATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Yhb Charitable Endowment Inc,"West Hartford, CT United States","PRO Publica, Inc.","New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Zeppelin Family Foundation,"Denver, CO United States",Colorado Public Radio,"Centennial, CO United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,PROGRAM AREA: OTHR:Other,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Age groups; Ethnic and racial groups,SUPPORT STRATEGY: Publications; Program support,TRANSACTION TYPE: Cash grants,Community Foundation Sonoma County,"Santa Rosa, CA United States",CalMatters,"Sacramento, CA United States",For reporting on the California Divide,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,James H Creekmore Sr & Meredith W Creekmore Foundation,"Oxford, MS United States",Deep South Today,"Ridgeland, MS United States",UNRESTRICTED,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Joan & James Shapiro Foundation Inc,"Chicago, IL United States","Committee to Protect Journalists, Inc.","New York City, NY United States",SEE ABOVE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Maki Foundation,"Carbondale, CO United States",Aspen Journalism,"Aspen, CO United States",Operations,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Publications,TRANSACTION TYPE: Cash grants,Martha L Symington Charitable Foundation,"Dallas, TX United States",Harvard Magazine Inc,"Cambridge, MA United States",UNRESTRICTED GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Open Door Foundation,"Minneapolis, MN United States",MinnPost,"Minneapolis, MN United States",PROVIDE HIGH QUALITY JOURNALISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Ruth a Carver Foundation,"Aspen, CO United States",Aspen Journalism,"Aspen, CO United States",EDUCATIONAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Bessemer Giving Fund C/o Bessemer Trust Company Trustee,"Woodbridge, NJ United States",Isthmus Community Media Inc,"Madison, WI United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,PROGRAM AREA: Sense Of Place,GRANT DURATION: 1 year,GRANT TITLE: General Support,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Community Foundation of Mendocino County,"Ukiah, CA United States",Mendocino County Public Broadcasting,"Philo, CA United States",General Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,"PROGRAM AREA: Arts, Culture",GRANT DURATION: 1 year,"GRANT TITLE: Anonymous grant given to be used where most needed, may also be applied as Challenge Grant","SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Community Foundation of Mendocino County,"Ukiah, CA United States",Mendocino County Public Broadcasting,"Philo, CA United States",to be used where needed most,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media justice; Journalism, news and information; Citizen journalism",POPULATION SERVED: Victims of crime and abuse,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Dillon Henry Foundation,"Santa Monica, CA United States","Witness, Inc.","New York City, NY United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,PROGRAM AREA: Community and Opportunity,GRANT DURATION: 8 months,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: American Indians,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Heising-Simons Foundation,"Los Altos, CA United States",Native American Journalists Association,"Norman, OK United States",For general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $5,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism; Journalism education",POPULATION SERVED: Academics,"SUPPORT STRATEGY: Awards, prizes and competitions; Program support",TRANSACTION TYPE: Cash grants,The Tow Foundation Inc,"New Canaan, CT United States",CRAIG NEWMARK GRADUATE SCHOOL OF JOURNALISM CUNY FOUNDATION INC,"New York City, NY United States",STEPHEN B. SHEPARD PRIZE FOR INVESTIGATIVE REPORTING ANNUAL AWARDS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,900",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Age groups; Ethnic and racial groups,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Orr Family Foundation,"Saratoga, CA United States",CalMatters,"Sacramento, CA United States",GENERAL FUND,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,853",FISCAL YEAR: 2020,PROGRAM AREA: Printing & Publishing,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Ex-offenders; Offenders,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",MARSHALL PROJECT INC,"New York City, NY United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,800",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Advocacy journalism",POPULATION SERVED: Women and girls; Adults,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fund for Constitutional Government,"Washington, DC United States",The Texas Democracy Foundation,"Austin, TX United States",JOURNALISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,763",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Public engagement and education; Information and referral,TRANSACTION TYPE: Cash grants,Concerned Citizens for Poison Prevention Inc,"Short Hills, NJ United States",NJ POISON INFORMATION & EDUCATION SYSTEM,"Newark, NJ United States",To support the njpoison information hotlineand public education,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,500",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The Lindsay Family Foundation,"Quincy, IL United States",Carole Kneeland Project,"Broomfield, CO United States",LEADERSHIP TRAINING IN JOURNALISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,400",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Adults; At-risk youth; Economically disadvantaged people; Immigrants and migrants; Activists; Farmers; Families,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Nell Newman Foundation Inc,"Santa Cruz, CA United States",Civil Eats,"Burlington, MA United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,163",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Preteens; Students,SUPPORT STRATEGY: Public engagement and education; Recordings and broadcasts; Program support; Equipment,TRANSACTION TYPE: Cash grants,Gpd Group Employees Foundation Inc,"Akron, OH United States",PTA Kentucky Congress,"Louisville, KY United States",Standing desks/music,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,023",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Children and youth; Ethnic and racial groups; Low-income people; Students,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Imc Chicago Charitable Foundation,"Chicago, IL United States",Civic News Company,"New York City, NY United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Arnold Family Foundation C/o Sageworth Trust Company,"Lancaster, PA United States","Committee to Protect Journalists, Inc.","New York City, NY United States",General operations,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Constituency journalism",POPULATION SERVED: Adolescents,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Foley Hoag Foundation,"Wilmington, DE United States",Transformative Culture Project Inc F/k/a Press Pass TV Inc,"Uphams Corner, MA United States",UNRESTRICTED CONTRIBUTION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Children and youth; Foster and adoptive children; Economically disadvantaged people; Young adults; Caregivers; Families; Foster and adoptive parents; Grandparents; Out-of-home youth,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Jacob & Valeria Langeloth Foundation,"New York City, NY United States",FOSTERING MEDIA CONNECTIONS,"Los Angeles, CA United States",BOARD DISCRETIONARY,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,James G Hart Foundation,"WADSWORTH, IL United States",Center for Public Integrity,"Washington, DC United States",GENERAL FUND,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Kaufman Family Foundation 16115009633,"Newport, VT United States","National Public Radio, Inc.","Washington, DC United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media justice; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Merrill Family Charitable Foundation Inc,"Boston, MA United States",Institute for Public Affairs,"Chicago, IL United States",Benefit in the time,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Panoram Foundation Inc,"Jackson, WY United States","National Public Radio, Inc.","Washington, DC United States",Supporting independent journalism,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media literacy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adolescents; Adults; Teachers; Students; Preteens,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Parker Carson Foundation,"Richmond, VA United States",The News Literacy Project,"Bethesda, MD United States",GENERAL PURPOSES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Saint Paul & Minnesota Foundation,"St Paul, MN United States","Committee to Protect Journalists, Inc.","New York City, NY United States",For general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Seymour and Sylvia Rothchild Family 2004 Charitable Foundation,"Wilmington, DE United States",The Aftermath Project Inc,"LOS ANGELES, CA United States",photo journalism project preferably concerning Gaza,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,PROGRAM AREA: Film & Video,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",International Documentary Association,"Los Angeles, CA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Smith Family Foundation,"Estero, FL United States",Investigative Reporters and Editors Inc,"Columbia, MO United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Cove Charitable Trust,"Pittsburgh, PA United States","PRO Publica, Inc.","New York City, NY United States",General operating,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Web-based media; Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Jesse H and Susan R Oppenheimer Foundation,"San Antonio, TX United States",Texas Public Radio,"San Antonio, TX United States",OPERATING FUND,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults; Students; Ethnic and racial groups; Military personnel; Veterans,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Patricia and Christopher Weil Family Foundation,"San Diego, CA United States",inewsource,"San Diego, CA United States",GENERAL FUND,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: Public engagement and education; Program support,TRANSACTION TYPE: Cash grants,The Screen Porch Foundation Inc Mitchell,"Atlanta, GA United States",Foundation for Public Broadcasting in Georgia Inc,"Atlanta, GA United States",SUPPORT PUBLIC MEDIA,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Woods and Gil Family Foundation,"Chicago, IL United States","PRO Publica, Inc.","New York City, NY United States",GENERAL OPERATING SUPPORT FOR THE ORGANIZATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $4,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Theodore a Von Der Ahe Jr Trust,"Pasadena, CA United States","Committee to Protect Journalists, Inc.","New York City, NY United States",General Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
