amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Sam and Mary Lawrence Foundation,"Chevy Chase, MD United States",PULITZER CENTER ON CRISIS REPORTING,"Washington, DC United States",unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support; Advocacy,TRANSACTION TYPE: Cash grants,Seattle Foundation,"Seattle, WA United States","Grist Magazine, Inc.","Seattle, WA United States",to provide general support.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Adults; At-risk youth; Economically disadvantaged people; Immigrants and migrants; Activists; Farmers; Families,SUPPORT STRATEGY: General support; Advocacy,TRANSACTION TYPE: Cash grants,Seattle Foundation,"Seattle, WA United States",Civil Eats,"Burlington, MA United States",to provide general support.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Sfc Inc,"Milwaukee, WI United States","National Public Radio, Inc.","Washington, DC United States",CHARITIBLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Ethics and accountability; Systems reform,TRANSACTION TYPE: Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States","PRO Publica, Inc.","New York City, NY United States",Arts & Culture,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States","National Public Radio, Inc.","Washington, DC United States",Arts & Culture,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Tarbell Family Foundation,"Wilmington, DE United States",Mendocino County Public Broadcasting,"Philo, CA United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Constituency journalism",POPULATION SERVED: People with vision impairments,SUPPORT STRATEGY: Public engagement and education,TRANSACTION TYPE: Cash grants,The Highland Park Families Foundation,"Manchester, CT United States",Connecticut Radio Information System Inc,"Windsor, CT United States",SUPPORT FOR NEWS AND INFORMATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Age groups; Ethnic and racial groups,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Hoak Foundation,"Dallas, TX United States",CalMatters,"Sacramento, CA United States",GENERAL FUND,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Keith Campbell Foundation for the Environment Inc,"Bethesda, MD United States",International Documentary Association,"Los Angeles, CA United States",D-WORD,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Families; Women and girls,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Lander Family Charitable Foundation,"GARDEN CITY, NY United States",Fuller Project for International Reporting Inc,"Washington, DC United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Rosenthal Family Foundation,"LOS ANGELES, CA United States",Inside Climate News,"Brooklyn, NY United States",UNRESTRICTED GRANT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Low-income people,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Scripps Howard Foundation,"Cincinnati, OH United States",Fund for Investigative Journalism Inc,"Washington, DC United States",Matching Gift,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Sidney Hillman Foundation Inc,"New York City, NY United States",Deep South Today,"Ridgeland, MS United States",AWARD,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Springcreek Foundation C/o Third Plateau Social Impact Strategi,"Berkeley, CA United States",Harvard Magazine Inc,"Cambridge, MA United States",General operating support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Outreach,TRANSACTION TYPE: Cash grants,Vegfund Inc,"Washington, DC United States",Corpus Christi Vegfest,"Port Aransas, TX United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Outreach,TRANSACTION TYPE: Cash grants,Vegfund Inc,"Washington, DC United States",Chef April S Balance Food Ministry Inc,"Greensboro, NC United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth; Families,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Wal-Dot Foundation,"Allen, TX United States",NORTH TEXAS PUBLIC BROADCASTING INC,"Dallas, TX United States",EDUCATIONAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $483,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Outreach,TRANSACTION TYPE: Cash grants,Vegfund Inc,"Washington, DC United States",Life Is Delicious Inc,"Bear, DE United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $480,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: People of African descent,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Marguerite Casey Foundation,"Seattle, WA United States",Capital B News Inc,"New York City, NY United States",GENERAL OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $480,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Shell USA Company Foundation,"Houston, TX United States",TEXAS TRIBUNE INC,"Austin, TX United States",MEF,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $478,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: Advocacy; Outreach,TRANSACTION TYPE: Cash grants,Vegfund Inc,"Washington, DC United States",A Vegan Life Inc,"Bethesda, MD United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $450,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,American Tower Charitable Foundation Inc,"Boston, MA United States","PRO Publica, Inc.","New York City, NY United States",GENERAL PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $450,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Joseph and Rae Gann Charitable Foundation,"Bal Harbour, FL United States",Harvard Magazine Inc,"Cambridge, MA United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $442,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Outreach,TRANSACTION TYPE: Cash grants,Vegfund Inc,"Washington, DC United States",Vegnet Bend,"Bend, OR United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $438,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: Advocacy; Outreach,TRANSACTION TYPE: Cash grants,Vegfund Inc,"Washington, DC United States",Piedmont Farm Animal Refuge,"Pittsboro, NC United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $425,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Families; Non-adult children; Parents; Economically disadvantaged people,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Marbeach Foundation,"Solon, OH United States",Ideastream,"Cleveland, OH United States",General,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $420,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth; Families,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Bank of America Charitable Foundation,"Charlotte, NC United States",NORTH TEXAS PUBLIC BROADCASTING INC,"Dallas, TX United States",PROGRAM/OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $412,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Pfizer Foundation Inc,"New York City, NY United States",COMMUNITY RADIO FOR NORTHERN COLORADO,"Greeley, CO United States",MATCHING GIFTS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $403,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,John Hazen White's Lookout Inc C/o Taco Incorporated,"Cranston, RI United States",Hummel Report,"Providence, RI United States",PROGRAMS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $400,FISCAL YEAR: 2022,PROGRAM AREA: Education,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics,SUPPORT STRATEGY: Fellowships,TRANSACTION TYPE: Cash grants,East Bay Community Foundation,"Oakland, CA United States",Columbia University,"New York City, NY United States",The Knight-bagehot Fellowship program at Columbia's University Graduate School of Journalism,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $400,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Gvs Foundation Inc,"Nicholasville, KY United States",Amazing Facts Inc 06-17-96,"Rocklin, CA United States",TO SUPPORT THE ORGANIZATION'S MISSION TO BRING CHRIST TO THE WORLD THROUGH THE MEDIA.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $400,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",San Jose News Bureau,"San Jose, CA United States",Arts & Culture,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $400,FISCAL YEAR: 2022,PROGRAM AREA: Advancing The Arts,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Community Foundation of Western North Carolina,"Asheville, NC United States",Carolina Public Press Inc,"Asheville, NC United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $400,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Woods and Gil Family Foundation,"Chicago, IL United States",Democracy Now Productions Inc,"New York City, NY United States",GENERAL OPERATING SUPPORT FOR THE ORGANIZATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $400,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,William Penn Foundation,"Philadelphia, PA United States",PHILADELPHIA CITIZEN,"Philadelphia, PA United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $373,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Outreach,TRANSACTION TYPE: Cash grants,Vegfund Inc,"Washington, DC United States",St Louis Animal Rights Team Inc,"Brentwood, MO United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $360,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Brener Family Foundation,"Los Angeles, CA United States","PRO Publica, Inc.","New York City, NY United States",General Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $360,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Colonel (il) James N Pritzker Charitable Distribution Fund,"Chicago, IL United States","PRO Publica, Inc.","New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $360,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Constituency journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: Recordings and broadcasts; Program support,TRANSACTION TYPE: Cash grants,Hall Family Foundation Irrv Trust,"Encino, CA United States",SOUTHERN CALIFORNIA PUBLIC RADIO,"Pasadena, CA United States",Public broadcasting of news and information programs,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $350,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Amg Charitable Gift Foundation,"Greenwood Village, CO United States",Institute for Public Accuracy,"Oakland, CA United States",PUBLIC ASSISTANCE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $350,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Amica Companies Foundation,"Lincoln, RI United States","WMHT Educational Telecommunications, Inc.","Troy, NY United States",GENERAL PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $350,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Bank of America Charitable Foundation,"Charlotte, NC United States","National Public Radio, Inc.","Washington, DC United States",PROGRAM/OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $350,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Bernice B Godine Family Foundation,"BOSTON, MA United States",Lesley University,"Cambridge, MA United States",PHOTOGRAPHY & INTEGRATED MEDIA PROGRAM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $350,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Ethics and accountability; Systems reform,TRANSACTION TYPE: Cash grants,Sadinoff Family Foundation C/o Sss Urban Renewal Corp,"Fort Lee, NJ United States","PRO Publica, Inc.","New York City, NY United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $350,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Activists; Academics; Economically disadvantaged people,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Pfizer Foundation Inc,"New York City, NY United States","Next City, Inc.","Philadelphia, PA United States",MATCHING GIFTS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $330,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth; Families,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Bnsf Railway Foundation,"Fort Worth, TX United States",NORTH TEXAS PUBLIC BROADCASTING INC,"Dallas, TX United States",MATCHING GIFTS 1,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $328,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth; Families,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Mckesson Foundation,"Dallas, TX United States",NORTH TEXAS PUBLIC BROADCASTING INC,"Dallas, TX United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $320,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Activists; Academics; Economically disadvantaged people,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Carnelian Trust,"Pasadena, CA United States","Next City, Inc.","Philadelphia, PA United States",Operating support.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Bank of America Charitable Foundation,"Charlotte, NC United States","WMHT Educational Telecommunications, Inc.","Troy, NY United States",PROGRAM/OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,C.H. Robinson Worldwide Foundation,"Sioux Falls, SD United States","PRO Publica, Inc.","New York City, NY United States",GENERAL OPERATING FUND,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,PROGRAM AREA: Unknown,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adolescents; Children and youth; Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,East Bay Community Foundation,"Oakland, CA United States",Youth Radio,"Oakland, CA United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,"PROGRAM AREA: Civil Rights, Soc Act & Advoc.",GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,East Bay Community Foundation,"Oakland, CA United States",The Center for Investigative Reporting,"Emeryville, CA United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Frances and Laurence Weinstein Foundation Inc,"Madison, WI United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",GENERAL OPERATIONS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Researchers; Activists,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Gannett Foundation Inc,"Mc Lean, VA United States",REPORTERS COMMITTEE FOR FREEDOM OF THE PRESS,"Washington, DC United States",CHARITABLE PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,PROGRAM AREA: City & Community Development,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: Program support; Public engagement and education,TRANSACTION TYPE: Cash grants,GiveWell Community Foundation,"Lakeland, FL United States",LINKING COMMUNITY NOW INC,"Lakeland, FL United States",Grow independent community journalism in Lakeland,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Constituency journalism",POPULATION SERVED: Adults,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Larry and Beatrice Ching Foundation,"Honolulu, HI United States",Hawaii Public Radio,"Honolulu, HI United States",EDUCATIONAL PROGRAMS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
